Line,StopName,Lon,Lat
T5,Elmwood Av & 56th St,-75.217711,39.931173
T5,Elmwood Av & 57th St,-75.219202,39.930131
T5,Elmwood Av & 58th St,-75.220539,39.929152
T5,Elmwood Av & 59th St,-75.221958,39.928226
T5,Elmwood Av & Edgewood Av,-75.22385,39.926935
T5,Elmwood Av & 61st St,-75.224844,39.926241
T5,Elmwood Av & 62nd St,-75.226441,39.925065
T5,Elmwood Av & 63rd St,-75.227671,39.924157
T5,Elmwood Av & 64th St,-75.229067,39.923204
T5,Elmwood Av & 65th St,-75.230285,39.922305
T5,Elmwood Av & 66th St,-75.231562,39.921432
T5,Elmwood Av & 67th St,-75.23284,39.920524
T5,Elmwood Av & 68th St,-75.234401,39.919446
T5,Elmwood Av & 69th St,-75.236056,39.918297
T5,Elmwood Av & 70th St,-75.237428,39.917327
T5,Elmwood Av & 71st St,-75.238965,39.916249
T5,Elmwood Av & 72nd St,-75.240349,39.915305
T5,Elmwood Av & 73rd St,-75.241732,39.914335
T5,Elmwood Av & Island Av,-75.243092,39.913284
T5,Elmwood Loop,-75.242642,39.914015
T5,Island Av & Buist Av - FS,-75.242744,39.911195
T5,Island Av & Tanager St,-75.2421,39.909132
T5,Island Av & 76th St,-75.24155,39.907391
T5,Island Av & Lindbergh Blvd,-75.240403,39.903855
T5,Island Av & Suffolk Av - M,-75.239352,39.899525
T5,80th St/Eastwick,-75.23926,39.898748
D1,69th St Transit Center,-75.259677,39.96217
D1,Fairfield Av,-75.263743,39.960882
D1,Walnut St,-75.2667,39.958851
D1,Avon Rd,-75.269301,39.957649
D1,Hilltop Rd,-75.273131,39.955896
D1,Beverly Blvd,-75.274822,39.955095
D1,Congress Av,-75.279101,39.953092
D1,Lansdowne Av,-75.282422,39.951694
D1,Drexel Park,-75.286772,39.949915
D1,Irvington Rd,-75.288982,39.948864
D1,Drexel Hill Junction,-75.292764,39.947092
D1,Huey Av,-75.29764,39.947597
D1,School Ln,-75.299799,39.948751
D1,Aronimink,-75.306304,39.949319
D1,Anderson Av,-75.312825,39.94796
D1,Drexelbrook,-75.316144,39.94724
D1,Drexeline,-75.321757,39.944666
D1,Scenic Rd,-75.32612,39.940752
D1,Springfield Rd,-75.32986,39.933963
D1,Saxer Av,-75.333645,39.928772
D1,Leamy Av,-75.337378,39.926338
D1,Woodland Av,-75.339812,39.924707
D1,Thomson Av,-75.345542,39.921159
D1,Springfield Mall,-75.348885,39.918278
D1,Paper Mill Rd,-75.358036,39.915428
D1,96 Signal - not a stop,-75.364681,39.915833
D1,Pine Ridge,-75.370004,39.915024
D1,Beatty Rd,-75.376967,39.916249
D1,Providence Rd,-75.380567,39.916786
D1,Manchester Av,-75.382738,39.917055
D1,Edgmont St,-75.385524,39.917467
D1,Monroe St,-75.387518,39.917726
D1,Jackson St,-75.389348,39.917985
D1,Olive St,-75.390917,39.9182
D1,Veterans Sq,-75.391897,39.918343
D1,Orange St/Media,-75.393939,39.918629
D1,Orange St/Media,-75.393998,39.918478
D1,Veterans Sq,-75.392145,39.918209
D1,Olive St,-75.391165,39.918066
D1,Jackson St,-75.389584,39.917843
D1,Monroe St,-75.387766,39.917592
D1,Edgmont St,-75.385772,39.917333
D1,Manchester Av,-75.382998,39.91693
D1,Providence Rd,-75.380614,39.916626
D1,Beatty Rd,-75.376861,39.916071
D1,Pine Ridge,-75.369922,39.914872
D1,96 Signal - not a stop,-75.364598,39.915681
D1,Paper Mill Rd,-75.357953,39.915276
D1,Springfield Mall,-75.348992,39.918011
D1,Thomson Av,-75.345353,39.921167
D1,Woodland Av,-75.339659,39.924617
D1,Leamy Av,-75.337154,39.926267
D1,Saxer Av,-75.333515,39.928665
D1,Springfield Rd,-75.329458,39.934409
D1,Scenic Rd,-75.325872,39.940734
D1,Drexeline,-75.321592,39.944559
D1,Drexelbrook,-75.315955,39.947106
D1,Anderson Av,-75.312636,39.947826
D1,Aronimink,-75.306033,39.949203
D1,School Ln,-75.29987,39.94859
D1,Huey Av,-75.297688,39.94741
D1,Drexel Hill Junction,-75.292575,39.947012
D1,Irvington Rd,-75.289148,39.948668
D1,Drexel Park,-75.286949,39.949709
D1,Lansdowne Av,-75.282328,39.951614
D1,Congress Av,-75.279078,39.952976
D1,Beverly Blvd,-75.274066,39.955326
D1,Hilltop Rd,-75.272718,39.955967
D1,Avon Rd,-75.268888,39.95772
D1,Walnut St,-75.266263,39.958921
D1,Fairfield Av,-75.263613,39.960864
D1,69th St Transit Center,-75.259677,39.96217
D2,69th St Transit Center,-75.259677,39.96217
D2,Fairfield Av,-75.263743,39.960882
D2,Walnut St,-75.2667,39.958851
D2,Avon Rd,-75.269301,39.957649
D2,Hilltop Rd,-75.273131,39.955896
D2,Beverly Blvd,-75.274822,39.955095
D2,Congress Av,-75.279101,39.953092
D2,Lansdowne Av,-75.282422,39.951694
D2,Drexel Park,-75.286772,39.949915
D2,Irvington Rd,-75.288982,39.948864
D2,Drexel Hill Junction,-75.292764,39.947092
D2,Garrettford,-75.295958,39.944052
D2,Drexel Manor,-75.296611,39.942205
D2,Marshall Rd,-75.296544,39.940135
D2,Creek Rd,-75.295278,39.9351
D2,Baltimore Av,-75.292912,39.931233
D2,Penn St,-75.292008,39.928938
D2,Springfield Rd,-75.292684,39.927288
D2,Clifton-Aldan,-75.290161,39.925723
D2,Providence Rd,-75.288705,39.921643
D2,Magnolia Av,-75.287045,39.919517
D2,North St,-75.28555,39.917498
D2,Bartram Av,-75.284222,39.914605
D2,Andrews Av,-75.281997,39.911613
D2,MacDade Blvd,-75.280973,39.910255
D2,Sharon Hill,-75.278314,39.906673
D2,Sharon Hill,-75.278314,39.906673
D2,MacDade Blvd,-75.280832,39.910282
D2,Andrews Av,-75.281832,39.911684
D2,Bartram Av,-75.284092,39.914703
D2,North St,-75.285408,39.917596
D2,Magnolia Av,-75.28675,39.919419
D2,Providence Rd,-75.288575,39.921777
D2,Clifton-Aldan,-75.289984,39.92575
D2,Springfield Rd,-75.292519,39.927288
D2,Penn St,-75.29202,39.928653
D2,Baltimore Av,-75.292841,39.931313
D2,Creek Rd,-75.295136,39.9351
D2,Marshall Rd,-75.296378,39.94017
D2,Drexel Manor,-75.296446,39.942196
D2,Garrettford,-75.295781,39.944088
D2,Drexel Hill Junction,-75.292575,39.947012
D2,Irvington Rd,-75.289148,39.948668
D2,Drexel Park,-75.286949,39.949709
D2,Lansdowne Av,-75.282328,39.951614
D2,Congress Av,-75.279078,39.952976
D2,Beverly Blvd,-75.274066,39.955326
D2,Hilltop Rd,-75.272718,39.955967
D2,Avon Rd,-75.268888,39.95772
D2,Walnut St,-75.266263,39.958921
D2,Fairfield Av,-75.263613,39.960864
D2,69th St Transit Center,-75.259677,39.96217
M1,69th St Transit Center,-75.259156,39.962759
M1,Employee Platform - Employees Only,-75.26266,39.964477
M1,Parkview,-75.27478,39.969026
M1,Township Line Rd,-75.281536,39.974818
M1,Penfield,-75.283933,39.980997
M1,Beechwood-Brookline,-75.291448,39.986548
M1,Wynnewood Rd,-75.298182,39.9934
M1,Ardmore Junction,-75.303659,39.996289
M1,Ardmore Av,-75.309419,39.999936
M1,Haverford - NHSL,-75.315099,40.00983
M1,Bryn Mawr - NHSL,-75.323383,40.018084
M1,Roberts Rd,-75.330234,40.021401
M1,Garrett Hill,-75.336361,40.027974
M1,Stadium,-75.340729,40.032699
M1,Villanova - NHSL,-75.344025,40.034085
M1,Radnor - NHSL,-75.353558,40.042052
M1,County Line,-75.347341,40.050063
M1,Matsonford,-75.339408,40.058206
M1,Gulph Mills,-75.342278,40.070847
M1,Hughes Park,-75.349079,40.081535
M1,DeKalb St,-75.352018,40.098736
M1,Bridgeport,-75.348094,40.104946
M1,Norristown Transit Center,-75.345114,40.113459
M1,Norristown Transit Center,-75.345208,40.113477
M1,Bridgeport,-75.348189,40.104964
M1,DeKalb St,-75.352113,40.098781
M1,Hughes Park,-75.349174,40.081517
M1,Gulph Mills,-75.342396,40.070874
M1,Matsonford,-75.339502,40.058171
M1,County Line,-75.347424,40.050117
M1,Radnor - NHSL,-75.353676,40.042106
M1,Villanova - NHSL,-75.34399,40.034004
M1,Stadium,-75.3408,40.032655
M1,Garrett Hill,-75.336455,40.027948
M1,Roberts Rd,-75.330341,40.021401
M1,Bryn Mawr - NHSL,-75.323407,40.018004
M1,Haverford - NHSL,-75.315182,40.009768
M1,Ardmore Av,-75.309479,39.999864
M1,Ardmore Junction,-75.303789,39.996262
M1,Wynnewood Rd,-75.298276,39.993374
M1,Beechwood-Brookline,-75.291484,39.986485
M1,Penfield,-75.28404,39.981015
M1,Township Line Rd,-75.281619,39.974773
M1,Parkview,-75.274851,39.968955
M1,Employee Platform - Employees Only,-75.263309,39.964549
M1,69th St Transit Center,-75.259156,39.962687
