number_of_bathrooms,number_of_bedrooms,total_livable_area,total_area,sale_price,sale_date,central_air,year_built,shape,location,log_sale_price
1,3,1152,960,158000,2023-12-22T05:00:00Z,N,1925,SRID=2272;POINT(2673921.55745632 239140.241983587),49 N ITHAN ST,11.970350312009105
3,3,1823,698,525000,2023-12-21T05:00:00Z,Y,2020,SRID=2272;POINT(2675552.52789822 266521.043377944),4780 PECHIN ST,13.17115354157376
2,4,1848,3153,339900,2023-12-20T05:00:00Z,Y,1967,SRID=2272;POINT(2723595.091377 285142.920708855),8920 SYLVIA LN,12.736406735684207
2,3,1140,1008,400000,2023-12-21T05:00:00Z,Y,1920,SRID=2272;POINT(2690276.87100023 226410.70046705),2018 S 18TH ST,12.89921982609012
2,3,990,870,380000,2024-01-04T05:00:00Z,Y,1925,SRID=2272;POINT(2693847.4487485 223978.886050855),2431 S 10TH ST,12.84792653170257
2,2,1158,970,279900,2023-12-28T05:00:00Z,Y,1920,SRID=2272;POINT(2711583.72832499 249616.512718696),3431 MERCER ST,12.542187675503545
2,4,1611,734,740000,2024-01-04T05:00:00Z,Y,1970,SRID=2272;POINT(2694586.39944003 233239.776543446),416 S 11TH ST,13.514405465180353
2,4,1408,1496,250000,2023-12-27T05:00:00Z,Y,1935,SRID=2272;POINT(2699730.51718845 263030.062017261),4827 N 9TH ST,12.429216196844383
2,3,1806,1471,645000,2023-12-14T05:00:00Z,Y,1920,SRID=2272;POINT(2701620.35632803 244375.944546816),11 E OXFORD ST,13.37700559577791
2,4,2090,1121,599000,2024-01-03T05:00:00Z,Y,1915,SRID=2272;POINT(2697135.17228182 228115.537652525),1425 S 4TH ST,13.303016877097587
1,3,960,668,20000,2023-11-01T04:00:00Z,NA,1920,SRID=2272;POINT(2705300.0018429 252616.474795257),3143 HARTVILLE ST,9.903487552536127
1,3,1220,1410,100000,2024-01-03T05:00:00Z,N,1935,SRID=2272;POINT(2693251.55851414 256425.956311015),2026 W ATLANTIC ST,11.512925464970229
2,4,1368,837,245000,2023-12-28T05:00:00Z,Y,1920,SRID=2272;POINT(2684645.83391343 230059.165610315),1401 S NAPA ST,12.409013489526863
2,3,1526,1120,165000,2023-12-18T05:00:00Z,Y,1915,SRID=2272;POINT(2691877.4981866 249276.410887803),2233 N VAN PELT ST,12.013700752882718
2,3,1224,790,137500,2024-01-04T05:00:00Z,N,1910,SRID=2272;POINT(2708959.39479596 252881.422985472),1931 E ONTARIO ST,11.831379196088763
1,2,926,511,100000,2023-12-28T05:00:00Z,N,1920,SRID=2272;POINT(2695927.56454086 249876.24320704),2437 N CLARION ST,11.512925464970229
2,3,1548,3887,385000,2023-12-20T05:00:00Z,Y,1969,SRID=2272;POINT(2729287.07890325 298178.606820411),374 SELMA ST,12.86099861326992
1,3,1064,1029,305000,2024-01-05T05:00:00Z,N,1920,SRID=2272;POINT(2684371.98821863 256750.954897066),3678 EVELINE ST,12.628067055589549
1,3,1536,2860,345000,2023-12-11T05:00:00Z,N,1930,SRID=2272;POINT(2675695.26575829 268573.777680524),552 FAIRTHORNE ST,12.751299696013497
2,3,1140,1713,185000,2023-12-13T05:00:00Z,N,1942,SRID=2272;POINT(2706630.18095683 265254.756062607),596 GENEVA AVE,12.128111104060462
1,2,896,2125,150000,2024-01-04T05:00:00Z,N,1920,SRID=2272;POINT(2726488.5492903 263102.071571123),4819 KNORR ST,11.918390573078392
1,3,1224,1353,140000,2023-12-27T05:00:00Z,Y,1950,SRID=2272;POINT(2709408.78788518 272342.706602388),203 STEVENS ST,11.84939770159144
2,3,1120,806,450000,2023-12-15T05:00:00Z,Y,1920,SRID=2272;POINT(2702128.15314437 242259.031355365),1112 CREASE ST,13.017002861746503
1,3,1200,1500,100000,2023-12-22T05:00:00Z,N,1940,SRID=2272;POINT(2698690.38564586 265381.890665199),1157 WINDRIM AVE,11.512925464970229
1,2,911,690,195500,2023-12-12T05:00:00Z,Y,1875,SRID=2272;POINT(2702914.338173 247733.178276516),2409 CORAL ST,12.183315658407558
1,3,1194,1222,170000,2023-10-06T04:00:00Z,N,1941,SRID=2272;POINT(2715954.5047786 270242.19786537),1223 GILHAM ST,12.043553716032399
1,3,1046,1056,74000,2023-01-04T05:00:00Z,NA,1950,SRID=2272;POINT(2721048.55656446 264753.419466817),3005 HALE ST,11.211820372186306
2,3,1656,2650,415000,2023-12-21T05:00:00Z,Y,1960,SRID=2272;POINT(2730151.02979421 294713.227950758),663 PARLIN ST,12.936033799212835
1,3,1054,720,219900,2024-01-02T05:00:00Z,N,1920,SRID=2272;POINT(2695761.65198385 227533.595075838),637 FERNON ST,12.300928176542852
1,3,896,1440,102000,2023-12-19T05:00:00Z,N,1938,SRID=2272;POINT(2724236.04202932 262574.834199777),6435 MARSDEN ST,11.532728092266408
1,3,1296,1485,219500,2023-12-29T05:00:00Z,Y,1950,SRID=2272;POINT(2726820.23880594 266928.015944438),7161 ERDRICK ST,12.299107511497363
1,3,1024,743,61000,2023-12-27T05:00:00Z,NA,1925,SRID=2272;POINT(2710970.65277541 252325.743945297),3566 WITTE ST,11.018629143155449
1,3,1400,1146,135000,2023-12-29T05:00:00Z,N,1920,SRID=2272;POINT(2707111.08646362 254243.177011459),840 E TIOGA ST,11.813030057420567
0,0,1800,1440,310000,2024-01-02T05:00:00Z,N,1925,SRID=2272;POINT(2704481.7207827 244367.731738862),856 E THOMPSON ST,12.644327576461329
1,3,1152,1266,174900,2023-12-15T05:00:00Z,Y,1925,SRID=2272;POINT(2708604.07081623 258280.492770126),4212 PALMETTO ST,12.071969661006694
3,3,2400,1320,510000,2024-01-02T05:00:00Z,Y,2012,SRID=2272;POINT(2676364.72027551 264382.54518241),313 DUPONT ST,13.142166004700508
1,3,1152,2573,395000,2023-12-15T05:00:00Z,Y,1960,SRID=2272;POINT(2690097.54216644 221117.472300164),3136 S 17TH ST,12.886641043883259
2,3,1180,915,240000,2023-12-22T05:00:00Z,Y,1940,SRID=2272;POINT(2687571.99615498 255471.827051789),3240 W HILTON ST,12.388394202324129
3,4,2572,3930,675000,2023-12-19T05:00:00Z,Y,2016,SRID=2272;POINT(2677869.51913384 266447.200545067),538 LEVERINGTON AVE,13.422467969854667
1,3,1028,838,325000,2023-12-27T05:00:00Z,Y,1900,SRID=2272;POINT(2679115.56660317 260834.996261027),3879 MANOR ST,12.691580461311874
1,3,1132,654,215000,2023-12-26T05:00:00Z,NA,1940,SRID=2272;POINT(2696058.67644297 263331.310676434),1619 W LOUDON ST,12.2783933071098
1,1,564,1,175000,2023-12-25T05:00:00Z,Y,1900,SRID=2272;POINT(2695152.4065802 237682.406408581),1100 VINE ST,12.072541252905651
1,3,1380,2300,330000,2023-12-20T05:00:00Z,Y,1963,SRID=2272;POINT(2742226.55830414 289267.200521847),11804 BRANDON RD,12.706847933442663
1,3,956,680,235000,2023-12-20T05:00:00Z,Y,1920,SRID=2272;POINT(2689789.61041249 226604.360187564),2003 S GARNET ST,12.367340793126296
1,3,1194,1226,155000,2024-01-02T05:00:00Z,N,1941,SRID=2272;POINT(2715967.96530688 270101.889477201),1232 GILHAM ST,11.951180395901384
2,4,2092,6212,600000,2023-12-29T05:00:00Z,Y,2001,SRID=2272;POINT(2718320.69497897 279320.048454809),1209 LONEY ST,13.304684934198283
1,3,1168,1080,424900,2023-12-20T05:00:00Z,Y,1925,SRID=2272;POINT(2690754.4919255 229029.956742072),1419 S 18TH ST,12.959609126102903
1,2,922,1419,140000,2023-12-29T05:00:00Z,Y,1935,SRID=2272;POINT(2705354.449938 265895.557208996),242 E CLARKSON AVE,11.84939770159144
1,2,920,672,245000,2023-12-28T05:00:00Z,Y,1923,SRID=2272;POINT(2689555.41658001 228735.09825341),1528 S WOODSTOCK ST,12.409013489526863
1,3,1128,832,95000,2023-12-13T05:00:00Z,Y,1915,SRID=2272;POINT(2692957.23625853 247868.507777705),2018 N GRATZ ST,11.461632170582678
1,3,1024,672,235000,2023-12-19T05:00:00Z,N,1925,SRID=2272;POINT(2693472.78297675 223439.022739617),2551 S WARNOCK ST,12.367340793126296
1,3,1236,1350,71000,2023-10-30T04:00:00Z,NA,1925,SRID=2272;POINT(2671998.48006342 243329.897304602),1447 N 60TH ST,11.170435156023453
1,3,1144,800,51500,2023-10-20T04:00:00Z,N,1939,SRID=2272;POINT(2695609.15364209 253153.259064213),1422 W MAYFIELD ST,10.849337086651827
1,3,774,1316,63100,2023-08-01T04:00:00Z,NA,1920,SRID=2272;POINT(2671199.69958048 242993.893805693),1422 N ROBINSON ST,11.052476048529304
2,3,1518,1805,326000,2023-12-20T05:00:00Z,Y,1965,SRID=2272;POINT(2739745.52130949 283121.582853459),10217 KILBURN RD,12.694652660348845
1,3,1272,1792,225900,2023-12-22T05:00:00Z,Y,1926,SRID=2272;POINT(2704278.4184295 267167.585746583),122 W CHEW AVE,12.327847702456095
2,4,2780,4500,350000,2023-12-21T05:00:00Z,N,1990,SRID=2272;POINT(2722151.27599754 259887.994490913),5900 TULIP ST,12.765688433465597
2,3,960,1096,205000,2023-12-14T05:00:00Z,Y,1920,SRID=2272;POINT(2676968.49056808 225329.331692758),2616 S DEWEY ST,12.230765258120545
1,2,980,1120,154900,2023-12-29T05:00:00Z,N,1935,SRID=2272;POINT(2725692.27454477 263771.576183626),6754 MARSDEN ST,11.95053502640496
1,3,1146,1500,122000,2023-11-09T05:00:00Z,N,1925,SRID=2272;POINT(2695674.18143997 275346.006093357),6926 FORREST AVE,11.711776323715394
1,3,966,1305,90700,2023-11-09T05:00:00Z,N,1925,SRID=2272;POINT(2694400.67163558 274552.039619657),6931 RODNEY ST,11.415312636103227
1,3,1064,700,66000,2023-12-27T05:00:00Z,N,1920,SRID=2272;POINT(2705831.44757787 252640.259043575),657 E WISHART ST,11.097410021008562
0,0,2343,11700,344000,2023-11-09T05:00:00Z,NA,1964,SRID=2272;POINT(2723865.68006647 292446.463026458),9722 WYNMILL RD,12.748396936355535
2,3,1200,1212,249000,2023-12-19T05:00:00Z,Y,1905,SRID=2272;POINT(2692108.48872919 270296.388680827),816 E STAFFORD ST,12.425208175446844
1,3,1360,1736,220000,2023-12-20T05:00:00Z,NA,1964,SRID=2272;POINT(2743991.07502942 291494.908550701),2909 SECANE DR,12.301382825334498
0,0,2816,4500,235000,2023-12-30T05:00:00Z,NA,1960,SRID=2272;POINT(2670480.08580955 213875.854298836),8432 SUFFOLK PL,12.367340793126296
1,3,964,1038,158000,2023-12-20T05:00:00Z,N,1926,SRID=2272;POINT(2712507.47481541 265842.767971762),870 BRIDGE ST,11.970350312009105
1,3,1218,1819,192866,2023-11-30T05:00:00Z,N,1910,SRID=2272;POINT(2717469.04374232 257178.492105368),4709 JAMES ST,12.169750926230662
1,3,2090,7070,340000,2024-01-03T05:00:00Z,N,1963,SRID=2272;POINT(2672380.0794569 268921.55046996),459 DOMINO LN,12.736700896592344
1,3,1200,1194,155000,2023-12-27T05:00:00Z,N,1935,SRID=2272;POINT(2700942.04226553 263815.587275373),5009 N 6TH ST,11.951180395901384
1,3,1500,1998,260200,2023-12-22T05:00:00Z,N,1943,SRID=2272;POINT(2686585.52936969 257203.105286474),3412 CRAWFORD ST,12.469205845060541
3,0,1820,3773,274000,2023-12-21T05:00:00Z,Y,1925,SRID=2272;POINT(2673063.80517455 224057.765985158),6822 PASCHALL AVE,12.520883385370206
1,2,800,1212,155000,2023-12-15T05:00:00Z,NA,1930,SRID=2272;POINT(2707461.15709078 261082.242587249),4664 REACH ST,11.951180395901384
1,3,1148,1149,315000,2023-12-28T05:00:00Z,Y,1950,SRID=2272;POINT(2674792.49005333 268096.691544784),447 PARKER AVE,12.66032791780777
2,3,1086,2135,229000,2023-10-31T04:00:00Z,N,1950,SRID=2272;POINT(2710764.96151209 271809.111679313),466 ROBBINS ST,12.341477282536376
2,4,1160,700,390000,2023-12-13T05:00:00Z,Y,1930,SRID=2272;POINT(2684032.52772154 239728.422900861),3737 BRANDYWINE ST,12.873902018105829
1,3,1190,1049,26500,2023-12-08T05:00:00Z,NA,1940,SRID=2272;POINT(2695725.35809962 257775.904439369),3816 N SYDENHAM ST,10.184900011974314
2,5,2144,4875,275000,2023-12-29T05:00:00Z,N,1925,SRID=2272;POINT(2670737.82407525 246012.776585588),6119 W COLUMBIA AVE,12.524526376648708
2,3,1504,1200,200000,2023-12-22T05:00:00Z,Y,1925,SRID=2272;POINT(2671385.73661382 236952.310806408),6008 SPRUCE ST,12.206072645530174
3,5,1520,4905,270000,2023-11-20T05:00:00Z,NA,1925,SRID=2272;POINT(2671525.70467927 227216.941751123),6412 COBBS CREEK PKWY,12.506177237980511
1,3,1120,2890,215000,2023-12-26T05:00:00Z,NA,1940,SRID=2272;POINT(2696035.2882935 263324.298763394),1621 W LOUDON ST,12.2783933071098
1,3,1344,976,184900,2023-12-27T05:00:00Z,Y,1925,SRID=2272;POINT(2676634.72015007 228759.039783613),2126 S ALDEN ST,12.127570417375216
1,3,1512,1658,280000,2023-12-22T05:00:00Z,Y,1950,SRID=2272;POINT(2722755.70575977 266029.463727536),3146 FANSHAWE ST,12.542544882151386
1,1,763,1,290000,2023-12-20T05:00:00Z,Y,1900,SRID=2272;POINT(2698475.55952712 236369.055149209),315 ARCH ST,12.577636201962656
1,3,1152,1254,228000,2023-12-14T05:00:00Z,N,1925,SRID=2272;POINT(2716080.92559777 268362.955319739),1307 ROBBINS ST,12.337100907936577
2,3,1344,1201,213000,2023-12-21T05:00:00Z,Y,1930,SRID=2272;POINT(2702633.82364683 264546.609126781),244 W DUNCANNON AVE,12.269047444691562
1,3,1260,1078,185000,2023-12-01T05:00:00Z,Y,1920,SRID=2272;POINT(2675671.4583045 228407.233586967),2045 S REDFIELD ST,12.128111104060462
2,3,2064,900,498900,2023-12-13T05:00:00Z,Y,1923,SRID=2272;POINT(2688091.53999152 230437.610470715),1243 S 24TH ST,13.120160953849128
1,2,1008,623,420000,2023-11-22T05:00:00Z,Y,1925,SRID=2272;POINT(2689283.61570941 233223.549600545),2206 KATER ST,12.948009990259552
1,3,966,798,110000,2023-12-22T05:00:00Z,NA,1930,SRID=2272;POINT(2703143.09914681 261583.115056465),159 TIBER ST,11.608235644774552
1,3,1200,1137,102500,2023-12-19T05:00:00Z,NA,1925,SRID=2272;POINT(2677526.11237543 224907.99716247),2906 S DEWEY ST,11.5376180775606
0,0,1408,1860,40000,2023-12-13T05:00:00Z,NA,1935,SRID=2272;POINT(2715771.75783821 258699.241975956),1802 ORTHODOX ST,10.596634733096073
3,5,2550,2200,615000,2023-12-13T05:00:00Z,Y,2018,SRID=2272;POINT(2676799.00085742 234989.979194939),5010 HAZEL AVE,13.329377546788654
1,3,1244,1120,126000,2023-12-27T05:00:00Z,N,1888,SRID=2272;POINT(2709409.00357103 251940.016579741),3369 AMBER ST,11.744037185933616
1,3,1449,1705,335100,2023-12-29T05:00:00Z,Y,1973,SRID=2272;POINT(2740330.58508861 285184.88424307),3405 AMITY RD,12.722184273725402
2,3,1660,1515,255500,2023-12-29T05:00:00Z,N,1925,SRID=2272;POINT(2697670.01067851 273612.400007289),6628 N 16TH ST,12.450977688625896
1,3,1050,1360,83900,2023-12-14T05:00:00Z,NA,1925,SRID=2272;POINT(2699561.86502695 257250.687242559),3817 N 7TH ST,11.337380892455297
1,1,1036,728,395000,2023-12-30T05:00:00Z,N,1920,SRID=2272;POINT(2695809.52149394 230907.108815866),731 MONTROSE ST,12.886641043883259
1,3,1200,2208,177000,2023-12-29T05:00:00Z,N,1940,SRID=2272;POINT(2720526.92675176 263075.683371386),6013 CHARLES ST,12.083905011555967
3,4,1176,1331,252900,2023-12-29T05:00:00Z,Y,1935,SRID=2272;POINT(2699540.98448983 270001.071472818),6043 N MARVINE ST,12.440749432658057
2,3,1208,6967,350000,2023-12-21T05:00:00Z,N,1972,SRID=2272;POINT(2727342.12111568 282781.791466498),9231 OLD NEWTOWN RD,12.765688433465597
1,3,1216,1501,225000,2023-12-15T05:00:00Z,N,1927,SRID=2272;POINT(2715584.25694045 265458.868051356),1407 ROSALIE ST,12.323855681186558
3,4,2290,1040,575000,2023-12-29T05:00:00Z,Y,2024,SRID=2272;POINT(2688654.07963903 231100.84194169),1113 S 23RD ST,13.262125319779487
1,3,1110,900,155000,2023-12-29T05:00:00Z,N,1925,SRID=2272;POINT(2710807.005571 256884.298794793),4025 MAYWOOD ST,11.951180395901384
1,3,812,1138,169900,2023-12-11T05:00:00Z,N,1982,SRID=2272;POINT(2709489.45323603 256669.963340777),3942 CLARIDGE ST,12.042965307660024
1,3,860,630,176000,2023-11-29T05:00:00Z,NA,1925,SRID=2272;POINT(2705233.08615825 247361.118555455),2308 E ALBERT ST,12.078239274020289
2,3,1152,1747,260000,2023-12-19T05:00:00Z,Y,1950,SRID=2272;POINT(2721661.93133231 267449.654234896),2830 RAWLE ST,12.468436909997665
2,3,996,672,350000,2023-12-19T05:00:00Z,Y,1925,SRID=2272;POINT(2693056.78868325 223743.062670376),2517 S SARTAIN ST,12.765688433465597
1,3,1140,1245,152500,2023-12-26T05:00:00Z,N,1925,SRID=2272;POINT(2711956.29325007 256881.23036609),1633 WORRELL ST,11.934919875029603
1,3,1410,1333,370000,2023-12-29T05:00:00Z,N,1920,SRID=2272;POINT(2674635.6631463 264000.001973111),144 LEVERINGTON AVE,12.821258284620408
1,3,1072,1136,180000,2023-12-29T05:00:00Z,Y,1950,SRID=2272;POINT(2715804.82503823 262467.506903877),5111 LEIPER ST,12.100712129872347
1,4,1700,1806,135000,2023-12-11T05:00:00Z,N,1905,SRID=2272;POINT(2696967.47956562 265274.515088248),5138 N 15TH ST,11.813030057420567
1,3,1944,912,95000,2023-12-29T05:00:00Z,N,1925,SRID=2272;POINT(2672650.45546574 233891.631967697),837 S ALDEN ST,11.461632170582678
2,3,1500,1016,743000,2023-12-05T05:00:00Z,Y,1935,SRID=2272;POINT(2688304.10449329 243138.386655857),865 PENNOCK ST,13.518451323699896
3,5,2328,1552,789000,2023-11-29T05:00:00Z,Y,1890,SRID=2272;POINT(2677373.45035517 231491.976721886),5245 CHESTER AVE,13.578521599828012
1,3,756,840,50000,2023-12-15T05:00:00Z,N,1945,SRID=2272;POINT(2718966.65571289 259837.80987891),5233 GLENLOCH ST,10.819778284410283
1,4,1538,1310,199000,2023-12-11T05:00:00Z,NA,1935,SRID=2272;POINT(2699014.4679724 262944.071990229),4805 N WARNOCK ST,12.201060103706629
1,2,966,868,67000,2023-12-15T05:00:00Z,NA,1930,SRID=2272;POINT(2702637.00936697 260849.003904303),4524 PALETHORP ST,11.112447898373103
0,0,1772,3738,99999,2023-12-27T05:00:00Z,NA,1900,SRID=2272;POINT(2692351.3253855 263269.457744794),4924 GREENE ST,11.512915464920228
1,3,1176,1633,210000,2023-12-06T05:00:00Z,Y,1950,SRID=2272;POINT(2721929.59418933 269394.624165073),7026 E ROOSEVELT BLVD,12.254862809699606
1,3,1006,754,122600,2023-12-20T05:00:00Z,NA,1940,SRID=2272;POINT(2701761.35150147 261085.528868457),311 W ANNSBURY ST,11.716682302484248
1,2,728,650,45000,2023-12-15T05:00:00Z,N,1925,SRID=2272;POINT(2700324.99219751 250557.0658203),2669 N ORIANNA ST,10.714417768752456
2,3,1200,843,300000,2023-12-27T05:00:00Z,Y,1920,SRID=2272;POINT(2689770.83261946 223207.643391423),2715 S CLEVELAND ST,12.611537753638338
1,4,1812,1048,430000,2023-12-20T05:00:00Z,Y,1925,SRID=2272;POINT(2690469.48770097 231626.641206869),1907 CARPENTER ST,12.971540487669746
1,3,940,665,265000,2023-12-11T05:00:00Z,Y,1925,SRID=2272;POINT(2693921.40809775 224102.007914643),2414 S HUTCHINSON ST,12.487485104968359
0,0,1558,907,215000,2023-12-19T05:00:00Z,NA,1875,SRID=2272;POINT(2703075.06046977 246379.368175853),2226 SEPVIVA ST,12.2783933071098
1,3,1088,1763,208900,2023-11-28T05:00:00Z,N,1920,SRID=2272;POINT(2674946.62241241 247003.538381008),1734 N PEACH ST,12.249610947544657
2,3,1628,2935,382500,2023-12-22T05:00:00Z,Y,1954,SRID=2272;POINT(2727946.34364759 280744.843002186),8936 FAIRFIELD ST,12.854483932248728
2,3,1692,1227,670000,2024-01-03T05:00:00Z,Y,1915,SRID=2272;POINT(2696256.80915815 230391.254492305),624 CARPENTER ST,13.415032991367148
1,2,796,2452,249900,2023-12-29T05:00:00Z,Y,1925,SRID=2272;POINT(2715986.54089522 279809.820256022),7828 VERREE RD,12.428816116823043
1,3,1226,943,80000,2023-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2676224.26627941 230772.181304811),1410 S VOGDES ST,11.289781913656018
1,3,1226,943,80000,2023-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2676234.85033852 230761.401728673),1412 S VOGDES ST,11.289781913656018
3,4,1915,1051,299900,2023-12-01T05:00:00Z,Y,1915,SRID=2272;POINT(2693205.34646283 250072.988093471),2411 N 19TH ST,12.6112043647371
1,4,1420,2025,76250,2023-12-01T05:00:00Z,NA,1930,SRID=2272;POINT(2712534.43819412 258062.59142424),1313 ADAMS AVE,11.241772694469658
2,3,1372,907,169000,2023-12-28T05:00:00Z,Y,2022,SRID=2272;POINT(2702607.13502577 250910.825763381),23 E SOMERSET ST,12.037653993905211
1,2,1170,832,155000,2023-12-28T05:00:00Z,Y,1925,SRID=2272;POINT(2687201.89938574 246041.805480413),3036 REDNER ST,11.951180395901384
2,3,1540,5543,350000,2023-12-20T05:00:00Z,Y,1953,SRID=2272;POINT(2714001.94920039 282692.643422458),309 DALTON ST,12.765688433465597
1,3,1110,1511,240000,2023-12-04T05:00:00Z,Y,1925,SRID=2272;POINT(2723535.91231838 267705.817382981),3109 DISSTON ST,12.388394202324129
1,3,1238,1468,211000,2023-12-27T05:00:00Z,N,1900,SRID=2272;POINT(2678410.79485168 261367.676370578),170 MARKLE ST,12.259613412458204
4,6,3168,2292,574000,2023-12-28T05:00:00Z,Y,1897,SRID=2272;POINT(2679462.90691195 232753.790424221),1129 S 48TH ST,13.260384675301703
1,4,1600,1040,220000,2023-12-19T05:00:00Z,Y,1920,SRID=2272;POINT(2688438.73842171 228146.880767085),2222 MORRIS ST,12.301382825334498
2,3,992,1323,209900,2023-12-29T05:00:00Z,N,1925,SRID=2272;POINT(2672611.72794751 222878.441107759),7032 GRAYS AVE,12.254386505808725
1,3,1260,2209,180000,2023-11-30T05:00:00Z,Y,1950,SRID=2272;POINT(2722965.11605624 263217.560337338),6332 COTTAGE ST,12.100712129872347
1,2,956,968,235000,2023-12-28T05:00:00Z,Y,1875,SRID=2272;POINT(2706144.02835956 246037.701800172),2618 ALMOND ST,12.367340793126296
1,3,1120,1367,335000,2023-12-21T05:00:00Z,Y,1950,SRID=2272;POINT(2683492.79872661 258136.912734756),3610 W EARLHAM ST,12.721885810807203
2,5,1360,5542,409000,2023-12-26T05:00:00Z,N,1950,SRID=2272;POINT(2714916.58270064 271561.418708107),933 FANSHAWE ST,12.921470435024938
1,3,1440,3240,225000,2023-12-29T05:00:00Z,Y,1960,SRID=2272;POINT(2669477.06906505 214270.775156097),8515 LYONS PL,12.323855681186558
1,3,1368,1155,186000,2023-12-01T05:00:00Z,Y,1920,SRID=2272;POINT(2674577.37114989 228756.553697903),6003 CHESTER AVE,12.133501952695338
1,4,1640,1640,65000,2023-11-17T05:00:00Z,NA,1925,SRID=2272;POINT(2672435.06232444 232208.075875665),5845 HOFFMAN AVE,11.082142548877775
1,3,1104,1124,172500,2023-12-28T05:00:00Z,N,1925,SRID=2272;POINT(2709917.94766607 268988.487436453),580 E CHELTENHAM AVE,12.058152515453552
2,3,1380,3713,329000,2023-12-14T05:00:00Z,Y,1953,SRID=2272;POINT(2713835.13824305 280874.323991162),416 CHANDLER ST,12.70381302974751
1,3,1126,803,80000,2023-12-22T05:00:00Z,NA,1925,SRID=2272;POINT(2699397.24129524 259626.197275242),4224 N 8TH ST,11.289781913656018
1,3,1372,2413,252000,2023-12-16T05:00:00Z,NA,1950,SRID=2272;POINT(2718602.54948134 270938.586608183),6920 RUTLAND ST,12.437184366493561
1,3,1200,900,80000,2023-12-20T05:00:00Z,NA,1940,SRID=2272;POINT(2699506.83878376 258357.391554366),4013 N FRANKLIN ST,11.289781913656018
0,0,1080,1380,80000,2023-12-20T05:00:00Z,N,1920,SRID=2272;POINT(2700050.9281214 258407.946249018),4030 N 6TH ST,11.289781913656018
2,3,1200,945,135000,2023-12-29T05:00:00Z,N,1940,SRID=2272;POINT(2699344.22111576 257879.180834936),3922 N FRANKLIN ST,11.813030057420567
1,3,1230,1080,80000,2023-12-20T05:00:00Z,NA,1925,SRID=2272;POINT(2699420.36529912 258961.132843723),4119 N 8TH ST,11.289781913656018
1,3,1624,1120,300000,2023-12-19T05:00:00Z,Y,1925,SRID=2272;POINT(2690823.87620397 229516.258562164),1319 S 18TH ST,12.611537753638338
1,3,1174,2143,200000,2023-12-28T05:00:00Z,Y,1950,SRID=2272;POINT(2719843.08820589 269244.097120628),2027 KNORR ST,12.206072645530174
1,3,960,1144,90000,2023-12-07T05:00:00Z,NA,1925,SRID=2272;POINT(2676833.66833004 224908.457787691),2642 S 62ND ST,11.407564949312402
1,3,1120,791,265000,2023-12-14T05:00:00Z,Y,1920,SRID=2272;POINT(2689093.86483577 226948.519624786),1930 S LAMBERT ST,12.487485104968359
2,3,1104,5307,315000,2023-10-18T04:00:00Z,Y,1958,SRID=2272;POINT(2723624.73004302 286236.012844434),1112 BINGHAM ST,12.66032791780777
1,0,653,1,295000,2023-12-22T05:00:00Z,Y,2007,SRID=2272;POINT(2694670.12672997 234512.515969291),1101 LOCUST ST,12.594730635321957
1,4,1664,1955,115000,2023-12-18T05:00:00Z,NA,1940,SRID=2272;POINT(2698931.06698854 263370.588185519),1020 W ROCKLAND ST,11.652687407345388
1,3,1144,686,40000,2023-12-14T05:00:00Z,N,1915,SRID=2272;POINT(2691795.79649368 249886.323541468),2336 N BEECHWOOD ST,10.596634733096073
1,3,864,736,70000,2023-12-21T05:00:00Z,N,1925,SRID=2272;POINT(2691450.02037459 253467.719249164),2947 JUDSON ST,11.156250521031495
1,3,1134,3724,332000,2023-12-12T05:00:00Z,Y,1956,SRID=2272;POINT(2729092.50439218 275765.93848691),2916 GELENA RD,12.712890247898626
2,3,1505,6750,295000,2023-03-30T04:00:00Z,N,1920,SRID=2272;POINT(2724555.8843293 261853.624768708),6408 EDMUND ST,12.594730635321957
1,3,1164,1600,250000,2023-12-26T05:00:00Z,Y,1956,SRID=2272;POINT(2706722.49551789 270870.763871534),6504 CRESCENTVILLE RD,12.429216196844383
1,2,1250,666,385000,2023-12-21T05:00:00Z,N,1920,SRID=2272;POINT(2698703.53096733 241675.736956583),945 N LAWRENCE ST,12.86099861326992
2,3,1160,926,209900,2023-12-18T05:00:00Z,Y,1925,SRID=2272;POINT(2682516.03703489 241487.486449153),818 UNION ST,12.254386505808725
3,4,2620,665,940000,2023-12-29T05:00:00Z,Y,2015,SRID=2272;POINT(2698197.23620801 240106.757717557),623 N 5TH ST,13.753635154246187
1,2,1072,1293,297000,2023-12-27T05:00:00Z,N,1900,SRID=2272;POINT(2673793.67981772 263903.533237241),4638 CANTON ST,12.601487417784837
2,3,1429,1449,205000,2023-12-29T05:00:00Z,Y,1920,SRID=2272;POINT(2674787.62256089 228991.537191196),5943 CHESTER AVE,12.230765258120545
1,3,1152,1440,287000,2023-12-29T05:00:00Z,Y,1950,SRID=2272;POINT(2688137.11149931 282227.64442892),8542 FAYETTE ST,12.567237494741757
1,3,1140,713,53000,2023-12-29T05:00:00Z,N,1920,SRID=2272;POINT(2706896.78245239 252854.678069852),845 E HILTON ST,10.87804719253426
